ID,COU,RES,SITE,SITE_ID,PLOT,Date,Microsite,ID_Microsite,diameter_1(cm),diameter_2(cm),canopy area (cm2),Number of replicate,Quadrat,Species within quadrat,Cover (%)
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,19,,Festuca pyrogea,1
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,2,Festuca pallescens,50,50,1963,20,,Festuca pyrogea,10
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,50,50,1963,20,,Acaena integerrima,5
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,50,50,1963,20,,Festuca pyrogea,5
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,50,50,1963,20,,Taraxacum officinale,1
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,2,Festuca pallescens,60,80,3770,21,,Festuca pyrogea,10
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,2,Festuca pallescens,60,80,3770,21,,Acaena integerrima,10
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,2,Festuca pallescens,60,80,3770,21,,Viola maculata,1
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,21,1,Acaena integerrima,10
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,21,1,Festuca pyrogea,10
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,21,1,Viola maculata,1
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,21,2,Acaena integerrima,5
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,21,2,Festuca pyrogea,5
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,2,Festuca pallescens,70,35,1924,22,,Acaena integerrima,15
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,2,Festuca pallescens,70,35,1924,22,,Festuca pyrogea,10
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,2,Festuca pallescens,70,35,1924,22,,Viola maculata,5
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,2,Festuca pallescens,70,35,1924,22,,Cerastium arvense,5
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,22,,Festuca pyrogea,10
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,2,Festuca pallescens,50,40,1571,23,,Nassauvia darwinii,10
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,2,Festuca pallescens,50,40,1571,23,,Viola maculata,5
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,23,,Taraxacum officinale,1
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,23,,Nassauvia darwinii,1
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,23,,Festuca pyrogea,5
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,2,Festuca pallescens,30,35,825,24,,Nassauvia darwinii,10
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,2,Festuca pallescens,30,35,825,24,,Luzula alopecurus,5
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,2,Festuca pallescens,30,35,825,24,,Festuca pyrogea,5
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,24,,Nassauvia darwinii,10
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,24,,Festuca pyrogea,5
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,24,,Acaena pinnatifida,1
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,24,,Acaena integerrima,1
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,2,Festuca pallescens,40,40,1257,25,,Nassauvia darwinii,15
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,2,Festuca pallescens,40,40,1257,25,,Taraxacum officinale,1
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,2,Festuca pallescens,40,40,1257,25,,Festuca pyrogea,5
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,25,,Festuca pyrogea,5
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,25,,Acaena integerrima,1
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,25,,Cerastium arvense,1
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,25,,Nassauvia darwinii,5
83,Chile,"Fajardo, Alex",Bano nuevo,25,1,2017/03/21,1,bare soil,,,,25,,Viola maculata,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,60,40,1885,1,,Taraxacum officinale,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,60,40,1885,1,,Festuca pyrogea,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,60,40,1885,1,,Viola maculata,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,60,40,1885,1,,Cerastium arvense,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,1,,Nassauvia darwinii,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,1,,Acaena integerrima,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,50,50,1963,2,,Cerastium arvense,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,50,50,1963,2,,Viola maculata,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,2,,Acaena integerrima,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,70,50,2749,3,,Acaena pinnatifida,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,70,50,2749,3,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,70,50,2749,3,,Viola maculata,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,3,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,70,50,2749,4,,Molinum spinosum,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,70,50,2749,4,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,4,,Nassauvia darwinii,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,4,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,40,50,1571,1,,Festuca pyrogea,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,40,50,1571,1,,Viola maculata,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,1,,Acaena integerrima,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,1,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,70,40,2199,5,,Viola maculata,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,5,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,70,80,4398,6,,Viola maculata,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,70,80,4398,6,,Taraxacum officinale,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,6,,Mulinum spinosum,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,6,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,6,,Calceolaria biflora,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,110,100,8639,2,,Festuca pallescens,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,110,100,8639,2,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,2,,Festuca pyrogea,<5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,50,40,1571,3,,Elymus repens,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,3,,Acaena integerrima,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,3,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,40,40,1257,4,,Elymus repens,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,40,40,1257,4,,Nassauvia darwinii,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,40,40,1257,4,,Cerastium arvense,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,4,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,60,40,1885,5,,Festuca pallescens,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,60,40,1885,5,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,5,,Mulinum spinosum,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,5,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,60,80,3770,6,,Festuca pallescens,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,6,,Festuca pyrogea,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,6,,Viola maculata,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,6,,Mulinum spinosum,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,120,125,11781,7,,Festuca pallescens,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,120,125,11781,7,,Acaena pinnatifida,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,120,125,11781,7,,Galium fuegianum,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,7,1,Mulinum spinosum,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,7,2,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,7,2,Mulinum spinosum,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,7,2,Calceolaria biflora,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,70,40,2199,7,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,70,40,2199,7,,Galium fuegianum,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,7,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,50,50,1963,8,,Festuca pallescens,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,8,,Nassauvia darwinii,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,8,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,40,40,1257,9,,Festuca pyrogea,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,9,,Nassauvia darwinii,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,50,30,1178,8,,Nassauvia darwinii,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,50,30,1178,8,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,8,,Nassauvia darwinii,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,50,40,1571,10,,Festuca pallescens,20
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,50,40,1571,10,,Festuca pyrogea,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,50,40,1571,10,,Viola maculata,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,10,,Nassauvia darwinii,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,10,,Festuca pyrogea,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,60,60,2827,9,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,9,,Senecio sericeo-nitens,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,9,,Galium fuegianum,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,80,60,3770,11,,Festuca pallescens,15
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,11,,-,0
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,70,40,2199,11,,Mulinum spinosum,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,70,40,2199,11,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,11,,Elymus repens,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,70,60,3299,12,,Festuca pallescens,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,70,60,3299,12,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,12,,Festuca pyrogea,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,60,60,2827,13,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,13,,Nassauvia darwinii,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,60,40,1885,12,,Hypochaeris incana,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,60,40,1885,12,,Nassauvia darwinii,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,12,,-,0
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,70,70,3848,14,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,70,70,3848,14,,Festuca pallescens,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,70,70,3848,14,,Mulinum spinosum,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,70,70,3848,14,,Hordeum murinum,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,14,,Acaena integerrima,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,14,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,70,60,3299,13,,Festuca pyrogea,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,70,60,3299,13,,Viola maculata,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,13,,Acaena integerrima,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,13,,Festuca pyrogea,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,140,130,14294,15,,Festuca pallescens,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,15,1,Mulinum spinosum,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,15,2,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,15,2,Viola maculata,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,130,100,10210,16,,Festuca pallescens,15
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,130,100,10210,16,,Senecio sericeo-nitens,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,16,1,Viola maculata,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,16,2,Festuca pyrogea,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,40,40,1257,14,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,40,40,1257,14,,Nassauvia darwinii,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,14,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,14,,Elymus repens,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,40,50,1571,17,,Festuca pyrogea,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,40,50,1571,17,,Viola maculata,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,17,,-,0
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,50,40,1571,15,,Festuca pyrogea,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,15,,-,0
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,40,30,942,18,,Calceolaria biflora,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,18,,Festuca pyrogea,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,45,55,1944,19,,Festuca pyrogea,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,19,,Taraxacum officinale,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,60,40,1885,16,,Calceolaria biflora,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,16,,Festuca pyrogea,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,16,,Acaena integerrima,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,40,45,1414,17,,Calceolaria biflora,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,40,45,1414,17,,Viola maculata,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,40,45,1414,17,,Elymus repens,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,17,,Nassauvia darwinii,3
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,70,50,2749,18,,-,0
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,18,,Acaena integerrima,2
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,18,,Festuca pyrogea,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,30,40,942,19,,Festuca pyrogea,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,30,40,942,19,,Acaena integerrima,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,19,,Festuca pyrogea,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,60,50,2356,20,,Holcus lanatus,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,20,,Festuca pyrogea,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,50,40,1571,20,,Festuca pallescens,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,50,40,1571,20,,Festuca pallescens,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,20,,-,0
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,110,105,9071,21,,Festuca pallescens,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,110,105,9071,21,,Viola maculata,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,21,1,Mulinum spinosum,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,21,1,Festuca pyrogea,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,21,2,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,70,40,2199,21,,Cerastium arvense,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,21,,Mulinum spinosum,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,40,50,1571,22,,Festuca pyrogea,15
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,40,50,1571,22,,Festuca pallescens,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,22,,Mulinum spinosum,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,22,,Festuca pyrogea,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,50,60,2356,22,,-,0
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,22,,Festuca pyrogea,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,50,40,1571,23,,Festuca pallescens,15
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,23,,Mulinum spinosum,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,23,,Festuca pyrogea,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,23,,Festuca pallescens,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,40,30,942,23,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,40,30,942,23,,Nassauvia darwinii,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,23,,Mulinum spinosum,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,23,,Festuca pyrogea,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,40,55,1728,24,,Festuca pallescens,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,40,55,1728,24,,Galium fuegianum,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,24,,-,0
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,50,40,1571,24,,Festuca pyrogea,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,24,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,50,50,1963,25,,Festuca pyrogea,5
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Festuca pallescens,50,50,1963,25,,Leucheria candidissima,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,25,,Festuca pyrogea,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,25,,Mulinum spinosum,1
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,40,40,1257,25,,Festuca pallescens,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,2,Mulinum spinosum,40,40,1257,25,,Festuca pyrogea,10
84,Chile,"Fajardo, Alex",Bano nuevo,25,2,2017/03/21,1,bare soil,,,,25,,Festuca pyrogea,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,35,1374,1,,Festuca pyrogea,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,1,,Festuca pyrogea,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,110,90,7775,1,,Festuca pallescens,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,110,90,7775,1,,Festuca pyrogea,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,110,90,7775,1,,Senecio sericeo-nitens,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,1,1,Festuca pyrogea,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,1,2,Nassauvia darwinii,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,1,2,Festuca pyrogea,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,60,35,1649,2,,Festuca pyrogea,15
