ID,COU,RES,SITE,SITE_ID,PLOT,Date,Microsite,ID_Microsite,diameter_1(cm),diameter_2(cm),height(cm),canopy area (cm2),Number of replicate,Quadrat,Species within quadrat,Cover (%),Number of individuals
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,5,100(1),Teucrium capitatum,5,3
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,5,100(1),Plantago albicans,15,25
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,5,100(1),Helianthemum hirtum,1,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,170,31416,6,100(1),Plantago albicans,5,5
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,170,31416,6,100(1),Teucrium capitatum,30,2
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,6,100(1),Plantago albicans,15,25
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,87,71,60,19405.6632,7,100(1),Plantago albicans,2,5
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,87,71,60,19405.6632,7,100(1),Teucrium capitatum,30,5
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,7,100(1),Plantago albicans,5,5
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,200,31416,8,100(1),Phlomis lychnitis,20,5
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,200,31416,8,100(1),Dactilis,1,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,8,100(1),Plantago albicans,5,7
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,8,100(1),Teucrium capitatum,1,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,180,31416,9,100(1),Teucrium capitatum,50,5
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,180,31416,9,100(1),Plantago albicans,1,2
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,180,31416,9,100(1),Matthiola fruticulosa,1,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,9,100(1),Plantago albicans,5,8
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,9,100(1),Teucrium capitatum,5,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,160,31416,10,100(1),Teucrium capitatum,40,3
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,160,31416,10,100(1),Plantago albicans,20,20
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,10,100(1),Plantago albicans,25,40
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,10,100(1),Teucrium capitatum,5,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,185,31416,11,100(1),Plantago albicans,15,10
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,185,31416,11,100(1),Teucrium capitatum,30,5
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,11,100(1),Teucrium capitatum,1,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,11,100(1),Plantago albicans,7,10
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,180,90,110,50893.92,12,100(2),Teucrium capitatum,50,10
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,180,90,110,50893.92,12,100(2),Plantago albicans,10,12
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,12,100(2),Teucrium capitatum,1,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,12,100(2),Plantago albicans,20,25
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,12,100(2),Matthiola fruticulosa,1,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,220,31416,13,100(1),Phlomis lychnitis,20,4
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,220,31416,13,100(1),Teucrium capitatum,15,3
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,220,31416,13,100(1),Plantago albicans,10,20
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,220,31416,13,100(1),Hedysarum boveanum,10,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,13,100(1),Teucrium capitatum,10,2
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,13,100(1),Astragalus incanus,10,2
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,13,100(1),Stipa tenacissima,10,7
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,13,100(1),Matthiola fruticulosa,1,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,13,100(1),Plantago albicans,5,10
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,175,31416,14,100(1),Teucrium capitatum,60,10
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,175,31416,14,100(1),Helianthemum asperum,10,5
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,175,31416,14,100(1),Phlomis lychnitis,15,5
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,175,31416,14,100(1),Thymus zygis,10,3
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,14,100(1),Thymus zygis,40,7
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,14,100(1),Stipa tenacissima,10,16
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,14,100(1),Plantago albicans,4,5
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,14,100(1),Helianthemum hirtum,1,2
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,150,31416,15,100(1),Teucrium capitatum,20,5
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,150,31416,15,100(1),Plantago albicans,10,7
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,15,100(1),Matthiola fruticulosa,5,2
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,15,100(1),Helianthemum hirtum,1,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,15,100(1),Teucrium capitatum,10,5
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,15,100(1),Plantago albicans,15,15
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,15,100(1),Stipa tenacissima,5,10
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,100,80,31416,16,100(1),Teucrium capitatum,25,10
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,16,100(1),Helianthemum hirtum,1,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,16,100(1),Thymus zygis,10,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,16,100(1),Plantago albicans,10,11
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,16,100(1),Teucrium gnaphalodes,2,2
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,50,110,15708,17,100(1),Stipa tenacissima,20,8
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,50,110,15708,17,100(1),Teucrium capitatum,15,2
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,50,110,15708,17,100(1),Plantago albicans,30,40
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,50,110,15708,17,100(1),Matthiola fruticulosa,1,2
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,50,110,15708,17,100(1),Helianthemum hirtum,5,3
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,17,100(1),Plantago albicans,25,50
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,17,100(1),Thymus zygis,5,2
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,17,100(1),Stipa tenacissima,5,10
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,17,100(1),Matthiola fruticulosa,4,15
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,17,100(1),Teucrium capitatum,5,2
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,90,145,28274.4,18,100(1),Stipa tenacissima,5,2
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,90,145,28274.4,18,100(1),Hedysarum boveanum,10,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,90,145,28274.4,18,100(1),Plantago albicans,10,10
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,2,Retama,100,90,145,28274.4,18,100(1),Teucrium capitatum,5,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,18,100(1),Astragalus incanus,5,1
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,18,100(1),Helianthemum hirtum,1,2
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,18,100(1),Plantago albicans,25,50
272,Spain,"Maestre, Fernando",Ciempozuelos,84,1,2016/06/06,1,bare,,,,,18,100(1),Stipa tenacissima,15,11
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,13,7854,1,1,Stipa tenacissima,5,7
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,13,7854,1,1,Matthiola fruticulosa,2,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,13,7854,1,1,"Helianthemum ""small""",1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,1,1,Thymus zygis,20,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,1,1,Matthiola fruticulosa,2,11
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,1,1,Stipa tenacissima,6,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,48,13,7539.84,2,1,Stipa tenacissima,4,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,48,13,7539.84,2,1,Helianthemum asperum,2,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,48,13,7539.84,2,1,Helianthemum hirtum,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,48,13,7539.84,2,1,Matthiola fruticulosa,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,2,1,Stipa tenacissima,5,5
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,2,1,Plantago albicans,1,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,2,1,Thymus zygis,10,6
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,15,7854,3,1,Stipa barbata,5,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,15,7854,3,1,Stipa parviflora,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,15,7854,3,1,Plantago albicans,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,15,7854,3,1,Helianthemum asperum,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,15,7854,3,1,Helianthemum hirtum,3,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,3,1,Thymus zygis,2,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,3,1,Stipa barbata,3,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,3,1,Stipa parviflora,4,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,40,20,6283.2,4,1,Stipa barbata,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,40,20,6283.2,4,1,Stipa parviflora,4,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,40,20,6283.2,4,1,Helianthemum asperum,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,40,20,6283.2,4,1,Helianthemum hirtum,3,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,40,20,6283.2,4,1,Plantago albicans,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,4,1,Matthiola fruticulosa,2,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,4,1,Plantago albicans,1,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,4,1,Helianthemum hirtum,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,4,1,Astragalus incanus,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,4,1,Stipa barbata,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,10,7854,5,1,Stipa parviflora,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,10,7854,5,1,Stipa barbata,1,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,5,1,Thymus zygis,2,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,5,1,Stipa barbata,2,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,5,1,Plantago albicans,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,5,1,Matthiola fruticulosa,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,17,7854,6,1,Stipa barbata,2,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,17,7854,6,1,Stipa parviflora,4,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,17,7854,6,1,Phlomis lychnitis,12,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,17,7854,6,1,Plantago albicans,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,6,1,Stipa barbata,2,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,6,1,Matthiola fruticulosa,1,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,6,1,Stipa parviflora,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,10,7854,7,1,Phlomis lychnitis,3,7
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,10,7854,7,1,Matthiola fruticulosa,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,7,1,Matthiola fruticulosa,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,7,1,Astragalus incanus,2,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,7,1,Plantago albicans,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,11,7854,8,1,Stipa barbata,2,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,11,7854,8,1,Teucrium gnaphalodes,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,8,1,Thymus zygis,7,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,8,1,Plantago albicans,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,8,1,Matthiola fruticulosa,1,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,8,1,Coronilla minima,2,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,14,7854,9,1,Stipa barbata,6,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,14,7854,9,1,Plantago albicans,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,14,7854,9,1,Astragalus incanus,2,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,9,1,Thymus zygis,6,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,9,1,Matthiola fruticulosa,2,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,9,1,Astragalus incanus,2,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,9,1,Teucrium gnaphalodes,2,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,11,7854,10,1,Stipa barbata,2,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,11,7854,10,1,Astragalus incanus,2,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,11,7854,10,1,Matthiola fruticulosa,2,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,10,1,Stipa barbata,2,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,10,1,Astragalus incanus,2,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,10,1,Plantago albicans,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,10,1,Helianthemum asperum,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,13,7854,11,1,Stipa barbata,3,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,13,7854,11,1,Astragalus incanus,2,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,13,7854,11,1,Helianthemum hirtum,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,13,7854,11,1,Matthiola fruticulosa,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,11,1,Thymus zygis,4,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,11,1,Helianthemum hirtum,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,11,1,Stipa barbata,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,14,7854,12,1,Stipa barbata,4,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,14,7854,12,1,Matthiola fruticulosa,2,6
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,14,7854,12,1,Plantago albicans,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,14,7854,12,1,Teucrium gnaphalodes,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,12,1,Stipa barbata,4,7
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,12,1,Thymus zygis,9,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,12,1,Matthiola fruticulosa,3,10
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,10,7854,13,1,Matthiola fruticulosa,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,10,7854,13,1,Stipa tenacissima,5,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,10,7854,13,1,Teucrium gnaphalodes,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,13,1,Stipa tenacissima,3,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,13,1,Matthiola fruticulosa,1,6
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,13,1,Plantago albicans,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,13,1,Helianthemum hirtum,2,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,13,1,Thymus zygis,6,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,17,7854,14,1,Stipa barbata,5,5
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,17,7854,14,1,Matthiola fruticulosa,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,17,7854,14,1,Plantago albicans,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,17,7854,14,1,Helianthemum hirtum,2,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,14,1,Plantago albicans,3,6
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,14,1,Stipa barbata,6,5
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,14,1,Matthiola fruticulosa,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,14,1,Helianthemum hirtum,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,14,1,Helianthemum rotundifolium,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,10,7854,15,1,Stipa tenacissima,3,6
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,10,7854,15,1,Helianthemum rotundifolium,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,10,7854,15,1,Matthiola fruticulosa,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Thymus zygis,50,50,10,7854,15,1,Helianthemum asperum,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,15,1,Plantago albicans,2,5
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,15,1,Helianthemum asperum,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,15,1,Helianthemum rotundifolium,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,15,1,Helianthemum hirtum,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,15,1,Stipa tenacissima,5,7
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,94,60,81,17718.624,1,100(1),Thymus zygis,30,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,94,60,81,17718.624,1,100(1),Helianthemum hirtum,10,7
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,94,60,81,17718.624,1,100(1),Stipa barbata,30,27
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,94,60,81,17718.624,1,100(1),Plantago albicans,15,23
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,94,60,81,17718.624,1,100(1),Stipa parviflora,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,94,60,81,17718.624,1,100(1),Hedysarum boveanum,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,1,100(1),Thymus zygis,25,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,1,100(1),Plantago albicans,10,14
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,1,100(1),Stipa barbata,10,16
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,1,100(1),Helianthemum hirtum,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,1,100(1),Matthiola fruticulosa,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,33,52,72,5390.9856,2,1,Helianthemum hirtum,30,15
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,33,52,72,5390.9856,2,1,Hedysarum boveanum,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,33,52,72,5390.9856,2,1,Helianthemum rotundifolium,1,1
