ID,COU,RES,SITE,SITE_ID,PLOT,Date,Microsite,ID_Microsite,diameter_1(cm),diameter_2(cm),canopy area (cm2),Number of replicate,Quadrat,Species within quadrat,Number of individuals,Cover (%)
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,3,,Crucianella gilanica  ,1,3.925
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,80,56,3516.8,4,,Verbascum cheiranthifolium,1,18.84
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,80,56,3516.8,4,,Erysimum ischnostylum,2,25.12
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,80,56,3516.8,4,,Elymus repens ,3,40
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,4,,Rosa persica,3,18.84
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,4,,Phlomis cancellata,1,20.41
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,4,,Eremopyrum,9,113.04
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,4,,Elymus repens ,3,50
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,50,72,2826,5,,Eryngium bungei,1,3.925
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,50,72,2826,5,,Elymus repens ,1,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,50,72,2826,5,,Eremurus stenophyllus,1,15
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,5,,Elymus repens ,2,40
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,5,,Eryngium bungei,3,21.195
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,5,,Poa bulbosa,3,16.485
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,5,,Eremurus stenophyllus,3,42.39
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,50,46,1805.5,6,,Cirsium bornmuelleri,2,30
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,50,46,1805.5,6,,Elymus repens ,1,25
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,50,46,1805.5,6,,Eremurus stenophyllus,2,21.98
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,50,46,1805.5,6,,Rosa persica,2,10.99
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,6,,Elymus repens ,3,45
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,6,,Cirsium bornmuelleri,1,22
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,6,,Crucianella gilanica ,1,9.42
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,6,,Rosa persica,4,21.98
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,6,,Lappula barbata ,1,7.85
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,30,35,824.25,7,,Crucianella gilanica ,2,30
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,30,35,824.25,7,,Stipa arabica,2,15
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,7,,Verbascum cheiranthifolium,2,30
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,7,,Eremurus stenophyllus,1,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,7,,Eryngium bungei,1,6.28
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,64,46,2311.04,8,,Stipa arabica,1,25
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,64,46,2311.04,8,,Elymus repens ,1,25
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,64,46,2311.04,8,,Cirsium bornmuelleri,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,8,,Bromus kopetdaghensis,3,35
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,8,,Cirsium bornmuelleri,2,30
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,8,,Eremurus stenophyllus,1,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,8,,Eryngium bungei,1,7
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,37,34,987.53,9,,Polygonatum sewerzowii ,1,18
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,37,34,987.53,9,,Eremurus stenophyllus,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,37,34,987.53,9,,Bromus kopetdaghensis,1,5
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,9,,Polygonatum sewerzowii ,2,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,9,,Elymus repens ,1,15
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,9,,Cirsium bornmuelleri,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,9,,Erysimum ischnostylum,1,15
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,74,65,3775.85,10,,Rosa persica,1,12
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,74,65,3775.85,10,,Acantholimon raddeanum,1,15
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,74,65,3775.85,10,,Eryngium bungei,1,2
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,74,65,3775.85,10,,Cirsium bornmuelleri,1,15
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,74,65,3775.85,10,,Erysimum ischnostylum,1,15
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,10,,Rosa persica,2,40
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,10,,Poa bulbosa,18,25
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,10,,Eryngium bungei,1,12
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,10,,Acantholimon raddeanum,1,2
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,10,,Cirsium bornmuelleri,1,7
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,97,80,6091.6,11,,Rosa persica,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,97,80,6091.6,11,,Vicia subvillosa,1,7
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,97,80,6091.6,11,,Cirsium bornmuelleri,1,8
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,97,80,6091.6,11,,Poa bulbosa,3,5
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,11,,Cirsium bornmuelleri,2,15
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,11,,Rosa persica,2,22
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,11,,Stipa arabica,1,17
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,11,,Eryngium bungei,1,2
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,11,,Vicia subvillosa,1,13
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,65,50,2551.25,12,,Verbascum cheiranthifolium,1,8
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,65,50,2551.25,12,,Elymus repens ,2,35
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,65,50,2551.25,12,,Crucianella gilanica  ,1,4
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,12,,Rosa persica,2,30
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,12,,Elymus repens ,3,43
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,12,,Eremurus stenophyllus,2,33
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,55,19,820.325,13,,Elymus repens ,2,35
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,13,,Elymus repens ,3,70
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,13,,Cirsium bornmuelleri,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,13,,Allium xiphopetalum,1,4
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,80,60,3768,14,,Rosa persica,1,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,80,60,3768,14,,Elymus repens ,1,17
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,80,60,3768,14,,Lactuca orientalis,1,2
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,14,,Rosa persica,2,45
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,14,,Verbascum cheiranthifolium,1,12
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,14,,Eremurus stenophyllus,1,13
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,14,,Centaurea virgata,1,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,37,44,1277.98,15,,Rosa persica,1,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,37,44,1277.98,15,,Elymus repens ,1,7
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,37,44,1277.98,15,,Eremurus stenophyllus,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,15,,Cirsium bornmuelleri,2,50
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,15,,Elymus repens ,1,12
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,15,,Rosa persica,1,7
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,46,24,866.64,16,,Rosa persica,1,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,46,24,866.64,16,,Cirsium bornmuelleri,1,13
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,46,24,866.64,16,,Centaurea virgata,1,5
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,16,,Cirsium bornmuelleri,3,75
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,16,,Centaurea virgata,1,15
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,16,,Rosa persica,1,5
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,16,,Elymus repens ,1,2
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,53,45,1872.225,17,,Rosa persica,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,53,45,1872.225,17,,Eremurus stenophyllus,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,17,,Elymus repens ,2,35
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,17,,Rosa persica,1,25
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,17,,Eremurus stenophyllus,1,13
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,39,35,1071.525,18,,Rosa persica,1,15
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,18,,Rosa persica,1,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,68,54,2882.52,19,,Alyssum szowitsianum,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,68,54,2882.52,19,,Eremurus stenophyllus,1,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,68,54,2882.52,19,,Acantholimon raddeanum,1,25
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,19,,Elymus repens ,1,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,19,,Acantholimon raddeanum,1,22
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,19,,Rosa persica,1,5
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,72,51,2882.52,20,,Elymus repens ,4,90
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,20,,Elymus repens ,1,40
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,36,43,1215.18,21,,Eremurus stenophyllus,1,12
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,21,,Eremurus stenophyllus,1,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,21,,Elymus repens ,1,7
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,21,,Heteranthelium piliferum,3,5
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,73,49,2807.945,22,,Cirsium bornmuelleri,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,73,49,2807.945,22,,Eremurus stenophyllus,2,14
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,73,49,2807.945,22,,Vicia subvillosa,1,5
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,73,49,2807.945,22,,Acantholimon raddeanum,1,7
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,73,49,2807.945,22,,Heteranthelium piliferum,1,5
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,22,,Cirsium bornmuelleri,1,6
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,22,,Elymus repens ,2,40
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,22,,Verbascum cheiranthifolium,1,2
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,45,45,1589.625,23,,Polygonatum sewerzowii ,1,8
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,23,,Acantholimon raddeanum,1,5
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,23,,Eremurus stenophyllus,2,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,23,,Rosa persica,1,1
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,23,,Elymus repens ,1,1
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,55,50,2158.75,24,,Eremurus stenophyllus,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,24,,Lactuca orientalis,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,24,,Eremurus stenophyllus,1,15
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,40,42,1318.8,25,,Cirsium bornmuelleri,2,17
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,40,42,1318.8,25,,Eremurus stenophyllus,2,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,40,42,1318.8,25,,Eryngium bungei,1,5
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,25,,Lactuca orientalis,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,25,,Rosa persica,1,8
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,54,54,2289.06,26,,Elymus repens ,2,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,54,54,2289.06,26,,Phlomis cancellata,1,15
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,54,54,2289.06,26,,Eremurus stenophyllus,1,12
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,bare,,,,26,,Taraxacum montanum,1,5
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,26,,Rosa persica,2,30
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,26,,Eremurus stenophyllus,3,40
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,26,,Elymus repens ,2,33
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,102,100,8007,27,,Rosa persica,1,15
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,102,100,8007,27,,Eremurus stenophyllus,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,102,100,8007,27,,Elymus repens ,1,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,27,,Elymus repens ,3,65
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,27,,Eremurus stenophyllus,1,12
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,58,40,1821.2,28,,Rosa persica,2,33
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,58,40,1821.2,28,,Eremurus stenophyllus,1,7
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,58,40,1821.2,28,,Elymus repens ,1,22
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,28,,Elymus repens ,3,50
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,28,,Eremurus stenophyllus,1,22
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,73,70,4011.35,29,,Rosa persica,2,35
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,73,70,4011.35,29,,Elymus repens ,2,33
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,73,70,4011.35,29,,Eremurus stenophyllus,1,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,29,,Elymus repens ,3,75
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,29,,Rosa persica,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,29,,Eremurus stenophyllus,2,22
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,33,23,595.815,30,,Elymus repens ,5,70
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,33,23,595.815,30,,Eremurus stenophyllus,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,30,,Elymus repens ,2,50
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,30,,Eremurus stenophyllus,1,35
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,30,35,824.25,31,,Elymus repens ,4,75
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,30,35,824.25,31,,Vicia subvillosa,1,8
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,30,35,824.25,31,,Eremurus stenophyllus,1,8
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,31,,Elymus repens ,3,65
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,31,,Vicia subvillosa,1,3
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,26,32,653.12,32,,Elymus repens ,3,65
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,26,32,653.12,32,,Eremurus stenophyllus,2,25
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,32,,Elymus repens ,3,70
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,32,,Eremurus stenophyllus,2,30
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,32,,Poa bulbosa,5,7
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,26,32,653.12,33,,Elymus repens ,3,55
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,26,32,653.12,33,,Eremurus stenophyllus,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,33,,Elymus repens ,3,75
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,33,,stipa arabica,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,33,,Acanthophyllum glandulosum,1,12
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,33,,Vicia subvillosa,1,4
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,33,,Poa bulbosa,16,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,,,,34,,Poa bulbosa,45,70
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,34,,Elymus repens ,1,20
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,34,,Poa bulbosa,35,50
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,34,,Eremurus stenophyllus,2,35
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,23,47,848.585,35,,Elymus repens ,2,30
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,23,47,848.585,35,,Alyssum szowitsianum,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,23,47,848.585,35,,Lactuca orientalis,1,10
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,23,47,848.585,35,,Acantholimon raddeanum,1,8
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,35,,Cirsium bornmuelleri,2,25
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,35,,Eremurus stenophyllus,1,15
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,1,bare,,,,35,,Elymus repens ,3,60
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,130,124,12654.2,36,,Rosa persica,1,15
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,130,124,12654.2,36,,stipa arabica,1,8
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,7/8/2016,2,Astragalus chrysostachys,130,124,12654.2,36,,Elymus repens ,2,22
