"ID";"COU";"RES";"SITE";"SITE_ID";"PLOT";"Number.of.replicate";"ID_Microsite";"Species.within.quadrat";"Number.of.individuals";"Cover";"microsite_rep";"Microsite";"GRAZ";"ARIDITY.v3"
41;"Australia";"Eldridge, David";"Fowlers";13;2;12;"Bare";"Austrostipa scabra";18;2;"13-2-Bare-12";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;13;"Maireana pyramidata";"Sclerolaena obliquicuspis";2;1;"13-2-Maireana pyramidata-13";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;13;"Maireana pyramidata";"Austrostipa scabra";2;0,5;"13-2-Maireana pyramidata-13";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;13;"Bare";"Sclerolaena patenticuspis";3;5;"13-2-Bare-13";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;13;"Bare";"Austrostipa scabra";15;8;"13-2-Bare-13";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;14;"Maireana pyramidata";"Sclerolaena patenticuspis";5;3;"13-2-Maireana pyramidata-14";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;14;"Maireana pyramidata";"Austrostipa scabra";5;1;"13-2-Maireana pyramidata-14";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;14;"Bare";"Austrostipa scabra";3;2;"13-2-Bare-14";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;14;"Bare";"Enneapogon avenaceus";1;0,5;"13-2-Bare-14";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;14;"Bare";"Sclerolaena patenticuspis";2;1;"13-2-Bare-14";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;15;"Maireana pyramidata";"Austrostipa scabra";4;2;"13-2-Maireana pyramidata-15";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;15;"Maireana pyramidata";"Enneapogon avenaceus";1;1;"13-2-Maireana pyramidata-15";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;15;"Bare";"Austrostipa scabra";12;1;"13-2-Bare-15";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;15;"Bare";"Sclerolaena patenticuspis";6;2;"13-2-Bare-15";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;15;"Bare";"Enneapogon avenaceus";1;0,5;"13-2-Bare-15";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;16;"Maireana pyramidata";"Sclerolaena obliquicuspis";4;5;"13-2-Maireana pyramidata-16";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;16;"Maireana pyramidata";"Austrostipa scabra";3;1;"13-2-Maireana pyramidata-16";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;16;"Bare";"Sclerolaena obliquicuspis";1;2;"13-2-Bare-16";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;16;"Bare";"Enneapogon avenaceus";1;2;"13-2-Bare-16";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;17;"Maireana pyramidata";"Enneapogon avenaceus";2;2;"13-2-Maireana pyramidata-17";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;17;"Maireana pyramidata";"Sclerolaena obliquicuspis";6;10;"13-2-Maireana pyramidata-17";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;17;"Bare";"Sclerolaena patenticuspis";6;3;"13-2-Bare-17";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;18;"Maireana pyramidata";"Enneapogon avenaceus";3;4;"13-2-Maireana pyramidata-18";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;18;"Maireana pyramidata";"Sclerolaena obliquicuspis";2;5;"13-2-Maireana pyramidata-18";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;18;"Maireana pyramidata";"Sclerolaena patenticuspis";3;1;"13-2-Maireana pyramidata-18";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;18;"Bare";"Enneapogon avenaceus";1;0,5;"13-2-Bare-18";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;19;"Maireana pyramidata";"Austrostipa scabra";1;0,5;"13-2-Maireana pyramidata-19";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;19;"Bare";"Sclerolaena patenticuspis";7;5;"13-2-Bare-19";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;20;"Maireana pyramidata";"Austrostipa scabra";5;0,5;"13-2-Maireana pyramidata-20";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;20;"Bare";"Austrostipa scabra";2;1;"13-2-Bare-20";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;20;"Bare";"Enneapogon avenaceus";15;15;"13-2-Bare-20";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;21;"Maireana pyramidata";"Austrostipa scabra";1;0,5;"13-2-Maireana pyramidata-21";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;21;"Bare";"Sclerolaena patenticuspis";1;1;"13-2-Bare-21";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;22;"Maireana pyramidata";"Austrostipa scabra";2;0,5;"13-2-Maireana pyramidata-22";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;22;"Bare";"Sclerolaena patenticuspis";4;3;"13-2-Bare-22";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;23;"Maireana pyramidata";"Austrostipa scabra";2;2;"13-2-Maireana pyramidata-23";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;23;"Maireana pyramidata";"Sclerolaena patenticuspis";2;2;"13-2-Maireana pyramidata-23";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;23;"Bare";"Sclerolaena patenticuspis";11;7;"13-2-Bare-23";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;24;"Maireana pyramidata";"Austrostipa scabra";1;1;"13-2-Maireana pyramidata-24";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;24;"Maireana pyramidata";"Sclerolaena obliquicuspis";2;2;"13-2-Maireana pyramidata-24";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;24;"Bare";"Enneapogon avenaceus";1;3;"13-2-Bare-24";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;24;"Bare";"Austrostipa scabra";1;5;"13-2-Bare-24";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;25;"Maireana pyramidata";"Sclerolaena patenticuspis";3;2;"13-2-Maireana pyramidata-25";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;25;"Maireana pyramidata";"Sclerolaena obliquicuspis";2;2;"13-2-Maireana pyramidata-25";2;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;25;"Bare";"Sclerolaena patenticuspis";2;1;"13-2-Bare-25";1;2;0,9008
41;"Australia";"Eldridge, David";"Fowlers";13;2;25;"Bare";"Austrostipa scabra";2;0,5;"13-2-Bare-25";1;2;0,9008
42;"Australia";"Eldridge, David";"Fowlers";13;3;1;"Atriplex vesicaria";"Sclerolaena brachyptera";4;5;"13-3-Atriplex vesicaria-1";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;1;"Atriplex vesicaria";"Sida ";1;0,5;"13-3-Atriplex vesicaria-1";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;1;"Bare";"Sclerolaena brachyptera";12;5;"13-3-Bare-1";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;1;"Bare";"Sclerolaena eriacantha";1;1;"13-3-Bare-1";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;2;"Atriplex vesicaria";"Sclerolaena brachyptera";1;0,5;"13-3-Atriplex vesicaria-2";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;2;"Atriplex vesicaria";"Sida ";2;0,5;"13-3-Atriplex vesicaria-2";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;2;"Bare";"Sida ";3;1;"13-3-Bare-2";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;2;"Bare";"Lotus cruentus";2;0,5;"13-3-Bare-2";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;3;"Atriplex vesicaria";"Sida ";1;0,5;"13-3-Atriplex vesicaria-3";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;3;"Atriplex vesicaria";"Lotus cruentus";1;0,5;"13-3-Atriplex vesicaria-3";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;3;"Bare";"Sclerolaena brachyptera";13;20;"13-3-Bare-3";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;3;"Bare";"Lotus cruentus";4;2;"13-3-Bare-3";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;3;"Bare";"Eragrostis setifolia";1;3;"13-3-Bare-3";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;3;"Bare";"Sclerolaena lanicuspis";1;2;"13-3-Bare-3";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;4;"Atriplex vesicaria";"Sclerolaena brachyptera";1;1;"13-3-Atriplex vesicaria-4";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;4;"Atriplex vesicaria";"Atriplex vesicaria";1;0,5;"13-3-Atriplex vesicaria-4";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;4;"Bare";"Sclerolaena brachyptera";20;12;"13-3-Bare-4";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;5;"Atriplex vesicaria";"Eragrostis setifolia";4;5;"13-3-Atriplex vesicaria-5";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;5;"Bare";"Eragrostis setifolia";3;20;"13-3-Bare-5";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;5;"Bare";"Lotus cruentus";4;0,5;"13-3-Bare-5";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;6;"Atriplex vesicaria";"Lotus cruentus";1;0,5;"13-3-Atriplex vesicaria-6";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;6;"Atriplex vesicaria";"Atriplex vesicaria";2;5;"13-3-Atriplex vesicaria-6";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;6;"Bare";"Sclerolaena brachyptera";7;20;"13-3-Bare-6";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;6;"Bare";"Lotus cruentus";4;1;"13-3-Bare-6";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;6;"Bare";"Eragrostis setifolia";2;3;"13-3-Bare-6";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;6;"Bare";"Sclerolaena diacantha";1;0,5;"13-3-Bare-6";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;7;"Atriplex vesicaria";"Lotus cruentus";12;3;"13-3-Atriplex vesicaria-7";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;7;"Atriplex vesicaria";"Sclerolaena brachyptera";3;10;"13-3-Atriplex vesicaria-7";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;7;"Atriplex vesicaria";"Eragrostis setifolia";1;0,5;"13-3-Atriplex vesicaria-7";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;7;"Bare";"Sclerolaena brachyptera";15;15;"13-3-Bare-7";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;8;"Atriplex vesicaria";"Sclerolaena brachyptera";4;3;"13-3-Atriplex vesicaria-8";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;8;"Atriplex vesicaria";"Sclerolaena ventricosa";1;1;"13-3-Atriplex vesicaria-8";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;8;"Atriplex vesicaria";"Lotus cruentus";3;0,5;"13-3-Atriplex vesicaria-8";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;8;"Atriplex vesicaria";"Atriplex vesicaria";1;0,5;"13-3-Atriplex vesicaria-8";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;8;"Bare";"Sclerolaena brachyptera";10;15;"13-3-Bare-8";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;8;"Bare";"Sclerolaena divaricata";2;5;"13-3-Bare-8";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;8;"Bare";"Eragrostis setifolia";1;0,5;"13-3-Bare-8";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;9;"Atriplex vesicaria";"Lotus cruentus";10;0,5;"13-3-Atriplex vesicaria-9";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;9;"Bare";"Atriplex vesicaria";1;5;"13-3-Bare-9";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;9;"Bare";"Lotus cruentus";1;0,5;"13-3-Bare-9";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;9;"Bare";"Sclerolaena ventricosa";5;20;"13-3-Bare-9";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;9;"Bare";"Sclerolaena divaricata";2;10;"13-3-Bare-9";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;9;"Bare";"Sclerolaena brachyptera";2;1;"13-3-Bare-9";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;10;"Atriplex vesicaria";"Sida ";2;0,5;"13-3-Atriplex vesicaria-10";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;10;"Bare";"Sclerolaena ventricosa";3;7;"13-3-Bare-10";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;11;"Atriplex vesicaria";"Sclerolaena brachyptera";1;1;"13-3-Atriplex vesicaria-11";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;11;"Bare";"Sclerolaena brachyptera";8;20;"13-3-Bare-11";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;11;"Bare";"Sclerolaena ventricosa";3;5;"13-3-Bare-11";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;11;"Bare";"Sclerolaena divaricata";1;1;"13-3-Bare-11";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;12;"Atriplex vesicaria";"Lotus cruentus";2;0,5;"13-3-Atriplex vesicaria-12";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;12;"Bare";"Sclerolaena brachyptera";4;7;"13-3-Bare-12";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;13;"Atriplex vesicaria";"Lotus cruentus";1;2;"13-3-Atriplex vesicaria-13";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;13;"Atriplex vesicaria";"Sclerolaena brachyptera";2;5;"13-3-Atriplex vesicaria-13";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;13;"Bare";"Sclerolaena brachyptera";5;10;"13-3-Bare-13";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;13;"Bare";"Lotus cruentus";2;0,5;"13-3-Bare-13";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;14;"Atriplex vesicaria";"Sclerolaena brachyptera";5;5;"13-3-Atriplex vesicaria-14";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;14;"Atriplex vesicaria";"Sida ";1;0,5;"13-3-Atriplex vesicaria-14";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;14;"Bare";"Sclerolaena brachyptera";27;35;"13-3-Bare-14";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;14;"Bare";"Lotus cruentus";1;0,5;"13-3-Bare-14";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;14;"Bare";"Maireana ";1;0,5;"13-3-Bare-14";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;15;"Atriplex vesicaria";"Austrodanthonia caespitosa";3;0,5;"13-3-Atriplex vesicaria-15";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;15;"Atriplex vesicaria";"Lotus cruentus";1;0,5;"13-3-Atriplex vesicaria-15";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;15;"Bare";"Sclerolaena brachyptera";12;5;"13-3-Bare-15";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;15;"Bare";"Austrodanthonia caespitosa";2;0,5;"13-3-Bare-15";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;15;"Bare";"Austrostipa scabra";2;0,5;"13-3-Bare-15";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;16;"Atriplex vesicaria";"Sida ";1;0,5;"13-3-Atriplex vesicaria-16";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;16;"Atriplex vesicaria";"Eragrostis setifolia";2;1;"13-3-Atriplex vesicaria-16";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;16;"Bare";"Sclerolaena divaricata";1;5;"13-3-Bare-16";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;16;"Bare";"Sclerolaena brachyptera";3;2;"13-3-Bare-16";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;16;"Bare";"Lotus cruentus";2;0,5;"13-3-Bare-16";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;17;"Atriplex vesicaria";"Lotus cruentus";2;0,5;"13-3-Atriplex vesicaria-17";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;17;"Bare";"Atriplex vesicaria";1;5;"13-3-Bare-17";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;17;"Bare";"Sclerolaena brachyptera";9;15;"13-3-Bare-17";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;17;"Bare";"Sclerolaena ventricosa";5;10;"13-3-Bare-17";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;18;"Atriplex vesicaria";"Lotus cruentus";2;0,5;"13-3-Atriplex vesicaria-18";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;18;"Bare";"Sclerolaena brachyptera";4;10;"13-3-Bare-18";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;18;"Bare";"Lotus cruentus";1;0,5;"13-3-Bare-18";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;18;"Bare";"Sclerolaena ventricosa";10;10;"13-3-Bare-18";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;19;"Atriplex vesicaria";"Lotus cruentus";4;1;"13-3-Atriplex vesicaria-19";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;19;"Bare";"Sclerolaena lanicuspis";5;7;"13-3-Bare-19";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;19;"Bare";"Sclerolaena brachyptera";3;5;"13-3-Bare-19";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;19;"Bare";"Lotus cruentus";3;0,5;"13-3-Bare-19";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;20;"Atriplex vesicaria";"Eragrostis setifolia";2;3;"13-3-Atriplex vesicaria-20";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;20;"Atriplex vesicaria";"Austrodanthonia caespitosa";1;0,5;"13-3-Atriplex vesicaria-20";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;20;"Bare";"Sclerolaena lanicuspis";2;3;"13-3-Bare-20";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;20;"Bare";"Sclerolaena brachyptera";2;5;"13-3-Bare-20";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;20;"Bare";"Lotus cruentus";2;0,5;"13-3-Bare-20";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;20;"Bare";"Sclerolaena divaricata";1;1;"13-3-Bare-20";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;21;"Atriplex vesicaria";"Sida ";2;0,5;"13-3-Atriplex vesicaria-21";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;21;"Bare";"Atriplex vesicaria";1;5;"13-3-Bare-21";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;21;"Bare";"Sclerolaena lanicuspis";1;2;"13-3-Bare-21";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;21;"Bare";"Sclerolaena brachyptera";6;7;"13-3-Bare-21";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;21;"Bare";"Lotus cruentus";3;0,5;"13-3-Bare-21";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;21;"Bare";"Eragrostis setifolia";6;3;"13-3-Bare-21";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;22;"Atriplex vesicaria";"Sclerolaena lanicuspis";2;2;"13-3-Atriplex vesicaria-22";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;22;"Bare";"Sclerolaena brachyptera";2;1;"13-3-Bare-22";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;22;"Bare";"Sclerolaena lanicuspis";1;1;"13-3-Bare-22";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;22;"Bare";"Sclerolaena divaricata";1;1;"13-3-Bare-22";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;23;"Atriplex vesicaria";"Sclerolaena ventricosa";1;0,5;"13-3-Atriplex vesicaria-23";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;23;"Bare";"Eragrostis setifolia";1;2;"13-3-Bare-23";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;24;"Atriplex vesicaria";"Lotus cruentus";1;0,5;"13-3-Atriplex vesicaria-24";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;24;"Bare";"Sclerolaena brachyptera";22;20;"13-3-Bare-24";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;24;"Bare";"Sclerolaena ventricosa";4;1;"13-3-Bare-24";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;25;"Atriplex vesicaria";"Sclerolaena lanicuspis";2;1;"13-3-Atriplex vesicaria-25";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;25;"Atriplex vesicaria";"Lotus cruentus";1;0,5;"13-3-Atriplex vesicaria-25";2;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;25;"Bare";"Sclerolaena ventricosa";2;2;"13-3-Bare-25";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;25;"Bare";"Sclerolaena lanicuspis";4;5;"13-3-Bare-25";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;25;"Bare";"Atriplex vesicaria";1;5;"13-3-Bare-25";1;1;0,8989
42;"Australia";"Eldridge, David";"Fowlers";13;3;25;"Bare";"Lotus cruentus";3;1;"13-3-Bare-25";1;1;0,8989
43;"Australia";"Eldridge, David";"Fowlers";13;4;1;"Atriplex vesicaria";"Minuria cunninghamii";1;15;"13-4-Atriplex vesicaria-1";2;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;1;"Bare";"Sclerolaena diacantha";2;5;"13-4-Bare-1";1;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;1;"Bare";"Sclerolaena brachyptera";7;10;"13-4-Bare-1";1;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;2;"Atriplex vesicaria";"Minuria cunninghamii";1;15;"13-4-Atriplex vesicaria-2";2;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;2;"Bare";"Enteropogon acicularis";1;5;"13-4-Bare-2";1;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;3;"Atriplex vesicaria";"Atriplex vesicaria";1;0,5;"13-4-Atriplex vesicaria-3";2;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;3;"Bare";"Sclerolaena brachyptera";1;3;"13-4-Bare-3";1;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;4;"Atriplex vesicaria";"Enteropogon acicularis";1;0,5;"13-4-Atriplex vesicaria-4";2;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;4;"Bare";"Sclerolaena brachyptera";1;7;"13-4-Bare-4";1;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;4;"Bare";"Sclerolaena ventricosa";2;40;"13-4-Bare-4";1;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;5;"Atriplex vesicaria";"Sclerolaena brachyptera";1;1;"13-4-Atriplex vesicaria-5";2;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;5;"Bare";NA;0;0;"13-4-Bare-5";1;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;6;"Atriplex vesicaria";"Sida ";1;0,5;"13-4-Atriplex vesicaria-6";2;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;6;"Bare";"Eragrostis setifolia";1;0,5;"13-4-Bare-6";1;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;7;"Atriplex vesicaria";"Atriplex vesicaria";2;0,5;"13-4-Atriplex vesicaria-7";2;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;7;"Bare";"Sclerolaena diacantha";1;0,5;"13-4-Bare-7";1;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;7;"Bare";"Eragrostis setifolia";2;0,5;"13-4-Bare-7";1;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;8;"Atriplex vesicaria";"Enteropogon acicularis";1;3;"13-4-Atriplex vesicaria-8";2;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;8;"Atriplex vesicaria";"Atriplex vesicaria";1;0,5;"13-4-Atriplex vesicaria-8";2;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;8;"Bare";"Enteropogon acicularis";1;10;"13-4-Bare-8";1;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;9;"Atriplex vesicaria";NA;0;0;"13-4-Atriplex vesicaria-9";2;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;9;"Bare";NA;0;0;"13-4-Bare-9";1;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;10;"Atriplex vesicaria";NA;0;0;"13-4-Atriplex vesicaria-10";2;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;10;"Bare";"Sclerolaena brachyptera";1;0,5;"13-4-Bare-10";1;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;11;"Atriplex vesicaria";NA;0;0;"13-4-Atriplex vesicaria-11";2;0;0,9014
43;"Australia";"Eldridge, David";"Fowlers";13;4;11;"Bare";"Atriplex vesicaria";1;0,5;"13-4-Bare-11";1;0;0,9014
