"ID";"COU";"RES";"SITE";"SITE_ID";"PLOT";"Date";"Microsite";"ID_Microsite";"diameter_1.cm.";"diameter_2.cm.";"canopy.area..cm2.";"Number.of.replicate";"Quadrat";"Species.within.quadrat";"Number.of.individuals";"Cover";"microsite_rep";"GRAZ";"ARIDITY.v3"
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";75;83;4886,625;22;NA;"Eryngium bungei";1;4;"43-3-Artemisia aucheri-22";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;22;NA;"Poa bulbosa";21;35;"43-3-Bare-22";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;22;NA;"Eryngium bungei";1;17;"43-3-Bare-22";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;22;NA;"Rosa persica";1;20;"43-3-Bare-22";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;22;NA;"Crucianella gilanica";1;5;"43-3-Bare-22";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";30;30;706,5;23;NA;"Taraxacum montanum";1;7;"43-3-Artemisia aucheri-23";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";30;30;706,5;23;NA;"Elymus repens";1;5;"43-3-Artemisia aucheri-23";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;23;NA;"Rosa persica";1;35;"43-3-Bare-23";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;23;NA;"Elymus repens";1;20;"43-3-Bare-23";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;23;NA;"Eremurus stenophyllus";1;15;"43-3-Bare-23";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";56;75;3297;24;NA;"Eremurus stenophyllus";1;5;"43-3-Artemisia aucheri-24";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";56;75;3297;24;NA;"Elymus repens";1;45;"43-3-Artemisia aucheri-24";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;24;NA;"Elymus repens";1;92;"43-3-Bare-24";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;24;NA;"Cirsium bornmuelleri";1;3;"43-3-Bare-24";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;24;NA;"Poa bulbosa";7;10;"43-3-Bare-24";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";47;65;2398,175;25;NA;"Rosa persica";1;5;"43-3-Artemisia aucheri-25";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";47;65;2398,175;25;NA;"Artemisia kopetdaghensis";1;13;"43-3-Artemisia aucheri-25";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";47;65;2398,175;25;NA;"Eryngium bungei";1;17;"43-3-Artemisia aucheri-25";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;25;NA;"Cirsium bornmuelleri";1;47;"43-3-Bare-25";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;25;NA;"Elymus repens";3;30;"43-3-Bare-25";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;25;NA;"Verbascum cheiranthifolium";1;10;"43-3-Bare-25";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;25;NA;"Rosa persica";1;3;"43-3-Bare-25";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";60;58;2731,8;26;NA;"Rosa persica";1;17;"43-3-Artemisia aucheri-26";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;26;NA;"Elymus repens";2;27;"43-3-Bare-26";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;26;NA;"Rosa persica";1;25;"43-3-Bare-26";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;26;NA;"Eremurus stenophyllus";1;7;"43-3-Bare-26";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";46;27;974,97;27;NA;NA;NA;NA;"43-3-Artemisia aucheri-27";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";46;27;974,97;27;NA;NA;NA;NA;"43-3-Artemisia aucheri-27";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;27;NA;NA;NA;NA;"43-3-Bare-27";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;27;NA;NA;NA;NA;"43-3-Bare-27";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;27;NA;NA;NA;NA;"43-3-Bare-27";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";30;26;612,3;28;NA;NA;NA;NA;"43-3-Artemisia aucheri-28";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;28;NA;"Elymus repens";2;15;"43-3-Bare-28";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;28;NA;"Eremurus stenophyllus";2;22;"43-3-Bare-28";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";70;77;4231,15;29;NA;"Stipa turkestanica";1;30;"43-3-Artemisia aucheri-29";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";70;77;4231,15;29;NA;"Eremurus stenophyllus";1;5;"43-3-Artemisia aucheri-29";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;29;NA;NA;NA;NA;"43-3-Bare-29";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";25;23;451,375;30;NA;NA;NA;NA;"43-3-Artemisia aucheri-30";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;30;NA;"Elymus repens";2;40;"43-3-Bare-30";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";28;30;659,4;31;NA;NA;NA;NA;"43-3-Artemisia aucheri-31";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;31;NA;"Rosa persica";1;20;"43-3-Bare-31";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";27;27;572,265;32;NA;"Lactuca orientalis";1;23;"43-3-Artemisia aucheri-32";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";27;27;572,265;32;NA;"Poa bulbosa";12;16;"43-3-Artemisia aucheri-32";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";27;27;572,265;32;NA;"Elymus repens";1;16;"43-3-Artemisia aucheri-32";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;32;NA;"Cirsium bornmuelleri";2;40;"43-3-Bare-32";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;32;NA;"Elymus repens";2;30;"43-3-Bare-32";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;32;NA;"Lactuca orientalis";1;7;"43-3-Bare-32";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";33;38;984,39;33;NA;"Rosa persica";1;5;"43-3-Artemisia aucheri-33";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";33;38;984,39;33;NA;"Eremurus stenophyllus";1;15;"43-3-Artemisia aucheri-33";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;33;NA;"Eremurus stenophyllus";2;30;"43-3-Bare-33";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;33;NA;"Elymus repens";1;25;"43-3-Bare-33";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";28;60;1318,8;34;NA;NA;NA;NA;"43-3-Artemisia aucheri-34";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;34;NA;"Eremurus stenophyllus";1;8;"43-3-Bare-34";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;34;NA;"Elymus repens";1;5;"43-3-Bare-34";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";67;66;3471,27;35;NA;"Rosa persica";1;30;"43-3-Artemisia aucheri-35";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";67;66;3471,27;35;NA;"Elymus repens";1;20;"43-3-Artemisia aucheri-35";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";67;66;3471,27;35;NA;"Eremurus stenophyllus";2;30;"43-3-Artemisia aucheri-35";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;35;NA;"Cirsium bornmuelleri";3;50;"43-3-Bare-35";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;35;NA;"Stipa arabica";1;25;"43-3-Bare-35";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;35;NA;"Elymus repens";1;15;"43-3-Bare-35";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;35;NA;"Centaurea virgata";1;5;"43-3-Bare-35";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;35;NA;"Rosa persica";1;5;"43-3-Bare-35";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";46;44;1588,84;36;NA;"Elymus repens";1;10;"43-3-Artemisia aucheri-36";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;36;NA;"Rosa persica";1;7;"43-3-Bare-36";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;36;NA;"Elymus repens";2;35;"43-3-Bare-36";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;36;NA;"Eremurus stenophyllus";1;20;"43-3-Bare-36";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";72;60;3391,2;37;NA;"Rosa persica";1;27;"43-3-Artemisia aucheri-37";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";72;60;3391,2;37;NA;"Elymus repens";2;43;"43-3-Artemisia aucheri-37";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";72;60;3391,2;37;NA;"Eremurus stenophyllus";1;22;"43-3-Artemisia aucheri-37";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;37;NA;"Elymus repens";2;40;"43-3-Bare-37";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;37;NA;"Rosa persica";2;40;"43-3-Bare-37";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;37;NA;"Eremurus stenophyllus";2;35;"43-3-Bare-37";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";38;26;775,58;38;NA;"Elymus repens";2;35;"43-3-Artemisia aucheri-38";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";38;26;775,58;38;NA;"Eremurus stenophyllus";1;17;"43-3-Artemisia aucheri-38";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;38;NA;"Elymus repens";4;75;"43-3-Bare-38";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;38;NA;"Poa bulbosa";12;15;"43-3-Bare-38";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;38;NA;"Lactuca orientalis";1;4;"43-3-Bare-38";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";62;45;2190,15;39;NA;"Elymus repens";3;50;"43-3-Artemisia aucheri-39";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";62;45;2190,15;39;NA;"Eremurus stenophyllus";1;5;"43-3-Artemisia aucheri-39";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;39;NA;"Elymus repens";3;80;"43-3-Bare-39";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;39;NA;"Eremurus stenophyllus";1;10;"43-3-Bare-39";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";25;23;451,375;40;NA;"Rochelia disperma";3;25;"43-3-Artemisia aucheri-40";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;40;NA;"Eremurus stenophyllus";1;20;"43-3-Bare-40";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";25;26;510,25;41;NA;"Elymus repens";2;30;"43-3-Artemisia aucheri-41";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";25;26;510,25;41;NA;"Lactuca orientalis";1;10;"43-3-Artemisia aucheri-41";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;41;NA;"Verbascum cheiranthifolium";1;35;"43-3-Bare-41";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;41;NA;"Elymus repens";1;5;"43-3-Bare-41";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";30;19;447,45;42;NA;"Elymus repens";1;5;"43-3-Artemisia aucheri-42";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";30;19;447,45;42;NA;"Heteranthelium piliferum";11;15;"43-3-Artemisia aucheri-42";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;42;NA;"Elymus repens";2;40;"43-3-Bare-42";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;42;NA;"Poa bulbosa";11;15;"43-3-Bare-42";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;42;NA;"Tragopogon vvedenskyi";1;12;"43-3-Bare-42";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";50;50;1962,5;43;NA;"Elymus repens";2;35;"43-3-Artemisia aucheri-43";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;43;NA;"Artemisia kopetdaghensis";3;45;"43-3-Bare-43";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;43;NA;"Rosa persica";1;12;"43-3-Bare-43";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;43;NA;"Cirsium bornmuelleri";1;10;"43-3-Bare-43";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;43;NA;"Rosa persica";1;2;"43-3-Bare-43";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/9/2016";1;"Bare";NA;NA;NA;44;NA;"Eremopyrum";23;30;"43-3-Bare-44";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";56;39;1714,44;44;NA;"Elymus repens";1;15;"43-3-Artemisia aucheri-44";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;44;NA;"Elymus repens";1;22;"43-3-Bare-44";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;44;NA;"Bunium cylindricum";1;5;"43-3-Bare-44";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";67;77;4049,815;45;NA;"Elymus repens";2;25;"43-3-Artemisia aucheri-45";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";67;77;4049,815;45;NA;"Eremurus stenophyllus";1;12;"43-3-Artemisia aucheri-45";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";67;77;4049,815;45;NA;"Poa bulbosa";19;25;"43-3-Artemisia aucheri-45";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;45;NA;"Elymus repens";3;45;"43-3-Bare-45";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;45;NA;"Cirsium bornmuelleri";2;18;"43-3-Bare-45";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;45;NA;"Bunium cylindricum";1;11;"43-3-Bare-45";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;45;NA;"Eremurus stenophyllus";1;8;"43-3-Bare-45";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";48;48;1808,64;46;NA;"Elymus repens";3;65;"43-3-Artemisia aucheri-46";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;46;NA;"Elymus repens";3;65;"43-3-Bare-46";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;46;NA;"Poa bulbosa";16;25;"43-3-Bare-46";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;46;NA;"Heteranthelium piliferum";8;10;"43-3-Bare-46";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";75;80;4710;47;NA;"Elymus repens";3;40;"43-3-Artemisia aucheri-47";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";75;80;4710;47;NA;"Heteranthelium piliferum";11;15;"43-3-Artemisia aucheri-47";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";75;80;4710;47;NA;"Eremurus stenophyllus";1;5;"43-3-Artemisia aucheri-47";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;47;NA;"Elymus repens";4;85;"43-3-Bare-47";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;47;NA;"Cirsium bornmuelleri";1;10;"43-3-Bare-47";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;47;NA;"Eremurus stenophyllus";1;8;"43-3-Bare-47";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";90;70;4945,5;48;NA;"Elymus repens";2;20;"43-3-Artemisia aucheri-48";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";90;70;4945,5;48;NA;"Stipa arabica";1;12;"43-3-Artemisia aucheri-48";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;48;NA;"Eremurus stenophyllus";1;4;"43-3-Bare-48";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;48;NA;"Elymus repens";4;85;"43-3-Bare-48";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;48;NA;"Poa bulbosa";6;10;"43-3-Bare-48";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";47;40;1475,8;49;NA;"Eremurus stenophyllus";1;15;"43-3-Artemisia aucheri-49";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;49;NA;"Acanthophyllum sp.";1;15;"43-3-Bare-49";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;49;NA;"Cirsium bornmuelleri";2;25;"43-3-Bare-49";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;49;NA;"Lactuca orientalis";2;35;"43-3-Bare-49";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";56;59;2593,64;50;NA;"Elymus repens";2;40;"43-3-Artemisia aucheri-50";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";56;59;2593,64;50;NA;"Lactuca orientalis";1;10;"43-3-Artemisia aucheri-50";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Artemisia aucheri";56;59;2593,64;50;NA;"Eremurus stenophyllus";1;5;"43-3-Artemisia aucheri-50";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;50;NA;"Elymus repens";2;40;"43-3-Bare-50";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;50;NA;"Lactuca orientalis";1;20;"43-3-Bare-50";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Astragalus chrysostachys";30;30;706,5;51;NA;"Rosa persica";1;12,56;"43-3-Astragalus chrysostachys-51";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";2;"Astragalus chrysostachys";30;30;706,5;51;NA;"Elymus repens";1;6,28;"43-3-Astragalus chrysostachys-51";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;51;NA;"Elymus repens";1;6,28;"43-3-Bare-51";1;0,7586
142;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;3;"7/8/2016";1;"Bare";NA;NA;NA;51;NA;"Crucianella gilanica";1;9,42;"43-3-Bare-51";1;0,7586
